MMSI,Name,ship_type,IMO,n_suspicious_points,avg_crit,max_crit,min_sog,avg_sog,first_seen,last_seen,duration_minutes,date_utc
265768860,RESCUE STEN CLAS,SAR,,109,0.874423,0.874423,0.2,2.088073394495413,2023-10-08 15:58:36+02:00,2023-10-08 16:03:59+02:00,5.383333333333334,2023-10-08
219871000,AS357 TRUTTE,Fishing,,208,0.7124923,0.8705756,0.2,2.408173076923077,2023-10-08 17:03:58+02:00,2023-10-08 18:46:47+02:00,102.81666666666666,2023-10-08
219018788,CARRIER,Other,9707792,2088,0.6287951,0.8597535,0.1,0.8767241379310344,2023-10-08 08:15:02+02:00,2023-10-08 17:48:54+02:00,573.8666666666667,2023-10-08
218025540,KALKGRUND,Cargo,1,18,0.83111817,0.8523884,0.6,2.1222222222222222,2023-10-08 14:52:34+02:00,2023-10-08 15:02:15+02:00,9.683333333333334,2023-10-08
211226180,NOVALIE,Pleasure,,10,0.7231988,0.8166006,2.3,3.1,2023-10-08 09:10:22+02:00,2023-10-08 09:53:50+02:00,43.46666666666667,2023-10-08
212255000,BJOERNOE,Cargo,9342140,1,0.80887395,0.80887395,0.5,0.5,2023-10-08 19:41:29+02:00,2023-10-08 19:41:29+02:00,0.0,2023-10-08
219031895,ESTHER JENSEN,Sailing,2509315,57,0.80637467,0.80637467,3.2,3.5964912280701755,2023-10-08 10:53:45+02:00,2023-10-08 11:07:16+02:00,13.516666666666667,2023-10-08
218601000,ELISABETH M. BORGESE,Other,8521438,2069,0.76642835,0.8013234,0.1,2.1357660705654906,2023-10-08 11:46:46+02:00,2023-10-08 18:09:46+02:00,383.0,2023-10-08
211363840,KOH-I-NOOR,Sailing,,47,0.72617877,0.79555535,1.0,2.65531914893617,2023-10-08 16:54:52+02:00,2023-10-08 17:45:20+02:00,50.46666666666667,2023-10-08
266254000,KARLSO,Fishing,870589000,147,0.742822,0.7745942,2.4,2.507482993197279,2023-10-09 00:46:07+02:00,2023-10-09 01:59:56+02:00,73.81666666666666,2023-10-08
265692240,DROMMEN,Pleasure,,2,0.77264035,0.77264035,3.9,3.9,2023-10-08 14:31:37+02:00,2023-10-08 14:32:36+02:00,0.9833333333333333,2023-10-08
219008904,SEAWORKER,Other,,229,0.7722659,0.7722659,0.1,1.5213973799126637,2023-10-08 07:50:03+02:00,2023-10-08 11:14:05+02:00,204.03333333333333,2023-10-08
219022889,IMAGINE,Sailing,,48,0.6062892,0.7722659,0.6,3.170833333333333,2023-10-08 12:13:08+02:00,2023-10-08 13:42:10+02:00,89.03333333333333,2023-10-08
211190000,SCHLESWIG-HOLSTEIN,Passenger,9151539,394,0.76216984,0.76216984,0.1,1.5697969543147208,2023-10-08 02:23:05+02:00,2023-10-09 00:37:33+02:00,1334.4666666666667,2023-10-08
211809130,SCHATULLE,Pleasure,,1,0.76216984,0.76216984,3.7,3.7,2023-10-08 12:19:16+02:00,2023-10-08 12:19:16+02:00,0.0,2023-10-08
219000429,PRINS RICHARD,Passenger,9144419,855,0.76216984,0.76216984,0.1,0.5228070175438596,2023-10-08 02:11:30+02:00,2023-10-09 01:51:29+02:00,1419.9833333333333,2023-10-08
219000431,PRINSESSE BENEDIKTE,Passenger,9144421,477,0.76216984,0.76216984,0.1,1.051362683438155,2023-10-08 03:01:58+02:00,2023-10-09 01:17:09+02:00,1335.1833333333334,2023-10-08
219299000,ACHIEVER,Undefined,9634127,640,0.76216984,0.76216984,0.1,0.78734375,2023-10-08 09:31:59+02:00,2023-10-08 11:20:21+02:00,108.36666666666666,2023-10-08
219472000,GUARDVESSEL ADVANCER,Other,9686429,3558,0.5856339,0.76216984,0.4,1.618353007307476,2023-10-08 08:43:38+02:00,2023-10-08 19:26:01+02:00,642.3833333333333,2023-10-08
244905000,SEA ECHO,Tug,9444663,1392,0.76216984,0.76216984,0.1,0.5825431034482759,2023-10-08 10:17:14+02:00,2023-10-09 01:30:26+02:00,913.2,2023-10-08
246607000,DUTCH POWER,Tug,9547879,496,0.7363556,0.76216984,0.1,1.0481854838709677,2023-10-08 10:40:53+02:00,2023-10-09 01:22:33+02:00,881.6666666666666,2023-10-08
246812000,SC FALCON,Port tender,,761,0.69344795,0.76216984,0.1,0.4639947437582129,2023-10-08 06:22:47+02:00,2023-10-08 23:41:24+02:00,1038.6166666666666,2023-10-08
219002661,AS410 SLETTERHAGE,Fishing,,218,0.72752345,0.7614194,2.0,2.188532110091743,2023-10-08 23:34:21+02:00,2023-10-09 00:47:20+02:00,72.98333333333333,2023-10-08
211319740,NIVIAQ,Undefined,,71,0.6106772,0.7603047,0.2,2.325352112676056,2023-10-08 09:54:57+02:00,2023-10-08 12:36:40+02:00,161.71666666666667,2023-10-08
219011459,PASSPORT,Sailing,,360,0.7015998,0.7446124,0.2,2.6005555555555557,2023-10-08 12:30:37+02:00,2023-10-08 13:44:34+02:00,73.95,2023-10-08
219022474,OLIVIA,Sailing,,10,0.7180295,0.7446124,1.9,3.12,2023-10-08 11:17:58+02:00,2023-10-08 12:37:29+02:00,79.51666666666667,2023-10-08
219025486,MAMMA MIA,Sailing,,11,0.74368495,0.74368495,1.3,2.854545454545455,2023-10-08 12:20:26+02:00,2023-10-08 13:01:23+02:00,40.95,2023-10-08
219000824,HJARNO,Cargo,,2091,0.6928501,0.7409308,0.2,1.5788139646102344,2023-10-08 12:13:55+02:00,2023-10-08 22:11:33+02:00,597.6333333333333,2023-10-08
219003141,ORO,Undefined,9287613,534,0.7388487,0.7388487,0.1,0.7084269662921349,2023-10-08 02:03:42+02:00,2023-10-09 01:59:02+02:00,1435.3333333333333,2023-10-08
219003232,HJALM,Sailing,,3,0.7388487,0.7388487,0.1,0.10000000000000002,2023-10-08 13:17:26+02:00,2023-10-08 13:19:58+02:00,2.533333333333333,2023-10-08
219009657,FRU HVIID,Pleasure,,2,0.7388487,0.7388487,0.1,0.1,2023-10-08 06:21:12+02:00,2023-10-08 06:22:36+02:00,1.4,2023-10-08
219013226,,Undefined,,1,0.7388487,0.7388487,0.1,0.1,2023-10-08 13:06:51+02:00,2023-10-08 13:06:51+02:00,0.0,2023-10-08
219023146,FIRST KISS,Sailing,,72,0.71102446,0.7388487,0.1,2.7249999999999996,2023-10-08 12:33:43+02:00,2023-10-08 14:21:23+02:00,107.66666666666667,2023-10-08
219030779,MORILD,Sailing,,37,0.7388487,0.7388487,0.1,1.0918918918918918,2023-10-08 15:09:28+02:00,2023-10-08 15:47:04+02:00,37.6,2023-10-08
219159000,FENJA,Tug,9192076,82,0.7293341,0.7293341,1.5,2.448780487804878,2023-10-08 08:20:35+02:00,2023-10-08 08:58:39+02:00,38.06666666666667,2023-10-08
229880000,BALTIC SAPPHIRE,Tanker,9443425,16,0.7293341,0.7293341,1.5,2.85625,2023-10-08 08:20:18+02:00,2023-10-08 08:22:06+02:00,1.8,2023-10-08
219016747,TRAVELLER,HSC,9634139,1943,0.7246003,0.7246003,0.1,0.5755532681420483,2023-10-08 08:27:29+02:00,2023-10-08 16:01:30+02:00,454.01666666666665,2023-10-08
538009405,GLOBAL SEA SPIRIT,Tanker,9880465,6,0.7238385,0.7238385,2.8,3.233333333333333,2023-10-08 23:03:10+02:00,2023-10-08 23:42:49+02:00,39.65,2023-10-08
231841000,NOSSAN,Cargo,8814536,4,0.70982105,0.70982105,3.9,3.9,2023-10-08 06:05:53+02:00,2023-10-08 06:06:22+02:00,0.48333333333333334,2023-10-08
219002051,HG 31 SEDINAH,Fishing,,165,0.6355578,0.7097272,0.3,2.6684848484848485,2023-10-08 17:10:10+02:00,2023-10-08 18:37:05+02:00,86.91666666666667,2023-10-08
211830100,SLOW WALTZ,Pleasure,,16,0.70946026,0.70946026,3.7,3.88125,2023-10-08 15:02:01+02:00,2023-10-08 15:18:03+02:00,16.033333333333335,2023-10-08
219024955,BONAVISTA,Sailing,,44,0.70460564,0.7090259,3.3,3.6772727272727277,2023-10-08 22:23:41+02:00,2023-10-08 23:21:11+02:00,57.5,2023-10-08
211215210,BALTICA,Passenger,5302063,7,0.6945061,0.6945061,0.8,2.0142857142857142,2023-10-08 10:03:30+02:00,2023-10-08 18:11:13+02:00,487.71666666666664,2023-10-08
538008971,MAESTRO SAPPHIRE,Cargo,9756250,431,0.6933195,0.6933195,0.1,0.11206496519721579,2023-10-08 02:05:15+02:00,2023-10-09 01:59:15+02:00,1434.0,2023-10-08
636017033,TRAMMO BAUMANN,Cargo,9762883,336,0.6933195,0.6933195,0.1,0.10238095238095238,2023-10-08 02:33:35+02:00,2023-10-09 01:39:35+02:00,1386.0,2023-10-08
219014194,EMMI,Pleasure,,459,0.659227,0.68882257,0.3,2.2248366013071896,2023-10-08 11:12:48+02:00,2023-10-08 15:48:12+02:00,275.4,2023-10-08
304829000,FJORDNES,Undefined,9880855,9,0.6852085,0.6852085,0.1,0.8333333333333334,2023-10-08 03:39:33+02:00,2023-10-08 14:17:26+02:00,637.8833333333333,2023-10-08
219417000,GEORG STAGE,Sailing,5128417,347,0.6438022,0.68510514,2.3,3.378386167146974,2023-10-08 04:33:19+02:00,2023-10-08 06:47:29+02:00,134.16666666666666,2023-10-08
219028973,PRODUCER,HSC,,438,0.6539603,0.6840249,0.1,1.195890410958904,2023-10-08 08:30:54+02:00,2023-10-08 17:39:40+02:00,548.7666666666667,2023-10-08
269102980,MERCI,Undefined,,6,0.6098248,0.6785601,2.7,3.233333333333333,2023-10-08 09:05:58+02:00,2023-10-08 09:27:25+02:00,21.45,2023-10-08
219008604,JULIET,Sailing,,18,0.6781552,0.6781552,3.2,3.488888888888889,2023-10-08 14:40:28+02:00,2023-10-08 14:47:28+02:00,7.0,2023-10-08
219024209,TILDE,Sailing,,3,0.6781552,0.6781552,3.1,3.6333333333333333,2023-10-08 15:05:06+02:00,2023-10-08 15:13:05+02:00,7.983333333333333,2023-10-08
219026056,MILE,Sailing,,7,0.67815524,0.6781552,2.2,3.357142857142857,2023-10-08 12:42:06+02:00,2023-10-08 12:45:28+02:00,3.3666666666666667,2023-10-08
219002358,KATTEGAT,Passenger,,70,0.6769409,0.6769409,0.1,0.1,2023-10-08 02:24:05+02:00,2023-10-09 00:06:14+02:00,1302.15,2023-10-08
219011444,,Undefined,,1,0.6769409,0.6769409,1.4,1.4,2023-10-08 09:40:47+02:00,2023-10-08 09:40:47+02:00,0.0,2023-10-08
219013611,SEREIA,Sailing,,14,0.6769409,0.6769409,0.1,2.2142857142857144,2023-10-08 09:10:02+02:00,2023-10-08 09:24:59+02:00,14.95,2023-10-08
219016832,AGERSOE III,Undefined,9649677,1774,0.6769409,0.6769409,0.1,0.415445321307779,2023-10-08 02:00:29+02:00,2023-10-09 01:59:18+02:00,1438.8166666666666,2023-10-08
219030970,VICTORIA,Sailing,,47,0.6769409,0.6769409,0.1,0.43617021276595747,2023-10-08 17:54:47+02:00,2023-10-09 01:58:55+02:00,484.1333333333333,2023-10-08
265046270,FG21 ANNA,Undefined,,55,0.67255545,0.6725555,0.2,1.7763636363636364,2023-10-08 11:01:15+02:00,2023-10-08 11:20:44+02:00,19.483333333333334,2023-10-08
224985000,,Undefined,,1,0.6723722,0.6723722,0.1,0.1,2023-10-08 09:27:45+02:00,2023-10-08 09:27:45+02:00,0.0,2023-10-08
211669560,INDEPENDENCE,Sailing,,20,0.6691549,0.6691549,1.0,1.645,2023-10-08 13:24:24+02:00,2023-10-08 13:38:54+02:00,14.5,2023-10-08
230039000,AURELIE,Cargo,9163647,97,0.6611849,0.66118485,0.1,0.13402061855670103,2023-10-08 02:38:15+02:00,2023-10-09 01:56:46+02:00,1398.5166666666667,2023-10-08
538007446,GPO GRACE,Undefined,9760421,205,0.66118485,0.66118485,0.1,0.10634146341463414,2023-10-08 02:03:51+02:00,2023-10-09 01:57:50+02:00,1433.9833333333333,2023-10-08
261002370,,Undefined,,5,0.6591447,0.6591447,3.0,3.2,2023-10-09 01:14:50+02:00,2023-10-09 01:29:00+02:00,14.166666666666666,2023-10-08
219017733,SKAWLINK4,Towing,,337,0.6399895,0.6551913,0.1,2.196439169139466,2023-10-08 13:17:12+02:00,2023-10-08 14:11:44+02:00,54.53333333333333,2023-10-08
219019067,GAIA NORDIC,Tanker,9614593,316,0.5081562,0.6551913,0.1,0.715506329113924,2023-10-08 20:12:55+02:00,2023-10-08 22:00:35+02:00,107.66666666666667,2023-10-08
241774000,CYPRESS,Tanker,9907445,126,0.6551913,0.6551913,0.6,2.026190476190476,2023-10-08 08:18:23+02:00,2023-10-08 08:38:43+02:00,20.333333333333332,2023-10-08
257895000,HILDA KNUTSEN,Tanker,9628300,433,0.6551913,0.6551913,0.1,0.5078521939953811,2023-10-08 10:05:37+02:00,2023-10-09 01:57:28+02:00,951.85,2023-10-08
271051306,EVREN,Tanker,9430313,84,0.6551913,0.6551913,0.1,0.5214285714285714,2023-10-08 02:01:05+02:00,2023-10-08 10:08:22+02:00,487.28333333333336,2023-10-08
271051337,REYHAN SARI,Cargo,9543342,212,0.6551913,0.6551913,0.1,2.707075471698113,2023-10-08 21:02:42+02:00,2023-10-08 23:55:10+02:00,172.46666666666667,2023-10-08
352002102,APATE,Tanker,9433016,54,0.6551913,0.6551913,0.1,0.1,2023-10-08 06:36:04+02:00,2023-10-08 18:09:00+02:00,692.9333333333333,2023-10-08
219011953,S61  NORDAN,Fishing,,391,0.6122967,0.6532547,0.1,2.388235294117647,2023-10-08 07:08:14+02:00,2023-10-08 14:43:00+02:00,454.76666666666665,2023-10-08
219012511,S300 BUTTERFLY,Fishing,,512,0.6055399,0.6532547,0.1,2.7865234375,2023-10-08 08:58:26+02:00,2023-10-08 18:02:07+02:00,543.6833333333333,2023-10-08
266437000,LL91 KRISTINA,Undefined,,351,0.6464118,0.6464118,1.7,1.853846153846154,2023-10-09 00:26:32+02:00,2023-10-09 01:59:51+02:00,93.31666666666666,2023-10-08
265098000,PLEIJEL,Other,7229502,3069,0.5320982,0.63431996,0.1,0.5263603779732813,2023-10-08 16:38:20+02:00,2023-10-09 01:59:50+02:00,561.5,2023-10-08
265696090,VG 4  ASTERIX,Fishing,,43,0.62666154,0.62666154,0.2,1.7534883720930234,2023-10-08 15:42:19+02:00,2023-10-08 16:55:50+02:00,73.51666666666667,2023-10-08
211216570,ALKOR,Other,8905880,12,0.6263138,0.6263138,0.2,0.9666666666666667,2023-10-08 02:56:25+02:00,2023-10-08 07:57:08+02:00,300.71666666666664,2023-10-08
210212000,MARITSA,Cargo,9279783,219,0.6149734,0.6246971,0.1,1.6767123287671233,2023-10-08 02:59:07+02:00,2023-10-08 06:16:02+02:00,196.91666666666666,2023-10-08
219026257,DANPILOT OSCAR,Pilot,9878448,124,0.6178278,0.6246971,0.1,1.7790322580645161,2023-10-08 02:55:30+02:00,2023-10-08 06:07:14+02:00,191.73333333333332,2023-10-08
219024085,M/Y LOUISE,Pleasure,,1,0.62197924,0.62197924,0.1,0.1,2023-10-08 14:21:15+02:00,2023-10-08 14:21:15+02:00,0.0,2023-10-08
211214920,ONO,Sailing,,31,0.5559896,0.6198247,2.6,3.416129032258065,2023-10-08 11:47:48+02:00,2023-10-08 12:20:48+02:00,33.0,2023-10-08
211220810,JOY,Pleasure,,11,0.61362404,0.6198247,2.0,2.490909090909091,2023-10-08 11:27:32+02:00,2023-10-08 12:07:31+02:00,39.983333333333334,2023-10-08
211354770,BOTY,Sailing,,73,0.57319885,0.6198247,1.8,3.143835616438356,2023-10-08 11:05:50+02:00,2023-10-08 12:01:59+02:00,56.15,2023-10-08
211491150,NORDWIND,Pleasure,,8,0.6198247,0.6198247,2.2,2.3125,2023-10-08 12:54:43+02:00,2023-10-08 12:57:14+02:00,2.5166666666666666,2023-10-08
211525970,SWEET CANDY,Pleasure,,17,0.5825751,0.6198247,3.1,3.611764705882353,2023-10-08 11:29:10+02:00,2023-10-08 12:15:38+02:00,46.46666666666667,2023-10-08
211578240,XENIA,Sailing,,79,0.56471646,0.6198247,3.2,3.692405063291139,2023-10-08 08:04:03+02:00,2023-10-08 08:59:03+02:00,55.0,2023-10-08
211716510,LOOP,Sailing,,12,0.580247,0.6198247,3.1,3.641666666666667,2023-10-08 10:29:19+02:00,2023-10-08 11:14:48+02:00,45.483333333333334,2023-10-08
211771160,ITHAKA,Sailing,,3,0.6198247,0.6198247,2.9,2.9,2023-10-08 13:12:01+02:00,2023-10-08 13:12:10+02:00,0.15,2023-10-08
211835670,THUMA,Sailing,,122,0.56272894,0.6198247,0.6,2.537704918032787,2023-10-08 11:36:25+02:00,2023-10-08 12:52:16+02:00,75.85,2023-10-08
211856270,MARIE,Sailing,,1,0.6198247,0.6198247,3.5,3.5,2023-10-08 13:35:30+02:00,2023-10-08 13:35:30+02:00,0.0,2023-10-08
219001588,L40 MALIA ALBERTE,Undefined,,1681,0.56661433,0.61965364,0.1,2.0863771564544913,2023-10-08 02:04:00+02:00,2023-10-08 20:03:31+02:00,1079.5166666666667,2023-10-08
219026706,DANPILOT QUEBEC,Pilot,9878462,1333,0.5816928,0.61965364,0.1,2.727456864216054,2023-10-08 08:27:22+02:00,2023-10-08 19:49:23+02:00,682.0166666666667,2023-10-08
941004253,941004253       8.4V,Undefined,,119,0.5755248,0.61965364,0.2,1.2932773109243698,2023-10-08 02:03:25+02:00,2023-10-09 00:18:25+02:00,1335.0,2023-10-08
265666680,VG 1 FALKEN,Fishing,,39,0.61589605,0.61589605,0.1,1.5794871794871794,2023-10-09 00:39:50+02:00,2023-10-09 01:56:38+02:00,76.8,2023-10-08
219028438,GULDFISKEN,Pleasure,,1,0.6125163,0.6125163,0.1,0.1,2023-10-08 14:57:31+02:00,2023-10-08 14:57:31+02:00,0.0,2023-10-08
219025097,NINA,Pleasure,,32,0.6111534,0.6111534,0.1,0.359375,2023-10-08 13:48:12+02:00,2023-10-08 16:18:15+02:00,150.05,2023-10-08
219026121,WET-EVER,Pleasure,,18,0.6111534,0.6111534,0.1,0.7666666666666667,2023-10-08 15:22:41+02:00,2023-10-08 16:09:41+02:00,47.0,2023-10-08
219007839,MS AURORA,Undefined,,3,0.6052923,0.6052923,3.3,3.5,2023-10-08 10:27:57+02:00,2023-10-08 13:01:31+02:00,153.56666666666666,2023-10-08
219020154,MARUTEA,Undefined,,98,0.6052923,0.6052923,0.1,0.15612244897959185,2023-10-08 11:56:09+02:00,2023-10-09 01:57:25+02:00,841.2666666666667,2023-10-08
219021989,LI  ( LIMA INDIA ),Undefined,,25,0.6052923,0.6052923,0.1,1.656,2023-10-08 07:43:56+02:00,2023-10-08 09:50:21+02:00,126.41666666666667,2023-10-08
219028154,YGGDRASIL,Undefined,,3,0.6052923,0.6052923,0.1,0.5,2023-10-08 09:47:48+02:00,2023-10-08 10:06:17+02:00,18.483333333333334,2023-10-08
219029134,HELIOS,Pleasure,,40,0.6052923,0.6052923,0.1,0.1075,2023-10-08 02:21:21+02:00,2023-10-08 22:06:23+02:00,1185.0333333333333,2023-10-08
219031724,EVILJA,Sailing,,37,0.6052923,0.6052923,0.1,0.1,2023-10-08 03:00:22+02:00,2023-10-09 00:15:20+02:00,1274.9666666666667,2023-10-08
219013538,CARPE DIEM,Fishing,,70,0.54554,0.604214,2.0,2.7714285714285714,2023-10-08 12:48:03+02:00,2023-10-08 19:12:33+02:00,384.5,2023-10-08
219021584,RUNNING ANGEL,Pleasure,,27,0.604214,0.604214,0.1,1.137037037037037,2023-10-08 12:54:29+02:00,2023-10-08 13:23:06+02:00,28.616666666666667,2023-10-08
219024923,TRYGG,Fishing,,32,0.604214,0.604214,2.8,3.18125,2023-10-08 17:36:57+02:00,2023-10-08 17:39:06+02:00,2.15,2023-10-08
244850097,BIGROLL BEAUFORT,Undefined,9766841,72,0.6040512,0.6040512,0.1,0.1013888888888889,2023-10-08 02:12:12+02:00,2023-10-09 01:49:59+02:00,1417.7833333333333,2023-10-08
219012788,NIELS BJOERN,Cargo,,404,0.6035399,0.6035399,0.1,0.11386138613861387,2023-10-08 02:06:37+02:00,2023-10-09 01:53:43+02:00,1427.1,2023-10-08
563047500,TORM HERMIA,Tanker,9797993,343,0.54026395,0.59314185,1.9,2.879008746355685,2023-10-08 04:38:25+02:00,2023-10-08 07:05:24+02:00,146.98333333333332,2023-10-08
211134400,SAL,Sailing,,2,0.59307057,0.59307057,3.7,3.7,2023-10-08 12:22:23+02:00,2023-10-08 12:24:47+02:00,2.4,2023-10-08
211615760,PICCOLO MONDO,Sailing,,2,0.5585232,0.59307057,2.7,3.2,2023-10-08 10:46:10+02:00,2023-10-08 12:01:36+02:00,75.43333333333334,2023-10-08
218016490,MICHEL,Sailing,,2,0.59307057,0.59307057,3.5,3.5,2023-10-08 11:52:12+02:00,2023-10-08 11:59:45+02:00,7.55,2023-10-08
244124000,AVATAR,Sailing,,248,0.59307057,0.59307057,1.3,1.967741935483871,2023-10-08 10:35:06+02:00,2023-10-08 12:56:41+02:00,141.58333333333334,2023-10-08
219011545,CHATO,Pleasure,,8,0.5870199,0.5870199,0.1,1.1375,2023-10-08 16:28:30+02:00,2023-10-08 16:31:26+02:00,2.933333333333333,2023-10-08
219025085,MILOU,Pleasure,,62,0.57787293,0.5870199,2.3,3.293548387096774,2023-10-08 07:29:07+02:00,2023-10-08 08:03:04+02:00,33.95,2023-10-08
211222290,DENEB,Undefined,9079470,1879,0.5840823,0.58408225,0.1,0.2205960617349654,2023-10-08 02:01:41+02:00,2023-10-09 01:59:58+02:00,1438.2833333333333,2023-10-08
211333780,OMABINE,Sailing,,3,0.58341455,0.58341455,0.1,0.10000000000000002,2023-10-08 14:27:37+02:00,2023-10-08 15:14:45+02:00,47.13333333333333,2023-10-08
211803180,SWOOOSHH,Undefined,,14,0.56683403,0.58341455,0.1,2.7214285714285715,2023-10-08 11:23:10+02:00,2023-10-08 14:55:10+02:00,212.0,2023-10-08
211893020,,Undefined,,1,0.58341455,0.58341455,0.1,0.1,2023-10-08 23:19:27+02:00,2023-10-08 23:19:27+02:00,0.0,2023-10-08
219004203,H77 FRIDA,Fishing,,54,0.5825533,0.5825533,1.1,2.5388888888888888,2023-10-08 18:06:22+02:00,2023-10-08 18:19:12+02:00,12.833333333333334,2023-10-08
209808000,TERRAMARE 1,Tug,9658276,650,0.581834,0.581834,0.1,0.9996923076923077,2023-10-08 02:03:11+02:00,2023-10-08 22:22:54+02:00,1219.7166666666667,2023-10-08
218143000,FAIRPLAY-31,Undefined,9416575,4394,0.581834,0.581834,0.1,0.5256941283568503,2023-10-08 02:00:03+02:00,2023-10-09 01:59:54+02:00,1439.85,2023-10-08
219016577,BUILDER GUARD VESSEL,HSC,9645803,1124,0.581834,0.581834,0.6,2.429270462633452,2023-10-08 02:07:39+02:00,2023-10-08 23:38:02+02:00,1290.3833333333334,2023-10-08
219016665,GUARD VESSEL BOOSTER,HSC,9646156,5,0.581834,0.581834,3.5,3.5799999999999996,2023-10-08 11:08:54+02:00,2023-10-08 11:09:33+02:00,0.65,2023-10-08
219616000,MV ARCTIC HUNTER,Cargo,7719832,906,0.581834,0.581834,0.1,0.977924944812362,2023-10-08 08:47:47+02:00,2023-10-08 10:11:34+02:00,83.78333333333333,2023-10-08
235103408,SALT ISLAND,Undefined,9505015,5058,0.581834,0.581834,0.1,0.34776591538157375,2023-10-08 02:00:04+02:00,2023-10-09 01:59:46+02:00,1439.7,2023-10-08
235116836,SC AGATE,Port tender,,825,0.581834,0.581834,0.1,0.9002424242424243,2023-10-08 11:19:35+02:00,2023-10-08 15:16:07+02:00,236.53333333333333,2023-10-08
245397000,MANTA,Undefined,8928301,5070,0.581834,0.581834,0.1,0.11291913214990137,2023-10-08 02:00:43+02:00,2023-10-09 01:59:40+02:00,1438.95,2023-10-08
211431580,AVANTI 2,Sailing,,19,0.5673525,0.57795227,1.7,2.568421052631579,2023-10-08 11:23:13+02:00,2023-10-08 13:38:09+02:00,134.93333333333334,2023-10-08
211217620,APOLLO,Sailing,,2,0.5752895,0.5752895,3.5,3.5,2023-10-08 10:32:23+02:00,2023-10-08 10:36:55+02:00,4.533333333333333,2023-10-08
211524030,ANDANTE C39,Sailing,,1,0.5752895,0.5752895,2.6,2.6,2023-10-08 11:37:12+02:00,2023-10-08 11:37:12+02:00,0.0,2023-10-08
211750680,SY ANNA,Pleasure,,4,0.5752895,0.5752895,3.7,3.775,2023-10-08 11:58:47+02:00,2023-10-08 12:00:15+02:00,1.4666666666666666,2023-10-08
219013395,LONE STEIN,Fishing,,79,0.5344372,0.5707084,0.1,1.129113924050633,2023-10-08 11:10:58+02:00,2023-10-08 23:28:00+02:00,737.0333333333333,2023-10-08
219025824,SILIKA,Pleasure,,5,0.5707084,0.5707084,0.8,2.44,2023-10-08 13:21:38+02:00,2023-10-08 15:02:37+02:00,100.98333333333333,2023-10-08
370789000,SEA HUNTER (GUARD),Undefined,6812625,41,0.5704374,0.5704374,0.1,1.0048780487804878,2023-10-08 06:23:44+02:00,2023-10-08 16:40:45+02:00,617.0166666666667,2023-10-08
219015617,FN68 FRYDENSTRAND,Fishing,,587,0.56986237,0.56986237,0.1,2.2410562180579214,2023-10-08 18:59:09+02:00,2023-10-08 22:07:42+02:00,188.55,2023-10-08
211834070,TRINITY,Pleasure,,15,0.5694173,0.5694173,1.3,2.6533333333333333,2023-10-08 12:03:29+02:00,2023-10-08 12:14:59+02:00,11.5,2023-10-08
219019723,MIROUNGA,Sailing,,47,0.56445694,0.56798685,1.6,2.908510638297872,2023-10-08 11:32:14+02:00,2023-10-08 12:41:16+02:00,69.03333333333333,2023-10-08
219030561,MAIKEN,Pleasure,,5,0.56798685,0.56798685,0.6,1.1400000000000001,2023-10-08 15:04:56+02:00,2023-10-08 15:06:54+02:00,1.9666666666666666,2023-10-08
220012000,NORDSKOV AS238,Fishing,22,1312,0.5486,0.5659658,2.3,2.6100609756097564,2023-10-08 20:51:57+02:00,2023-10-09 00:24:07+02:00,212.16666666666666,2023-10-08
258112430,HENSIGTEN IV,Sailing,,32,0.5650372,0.5650372,2.4,3.2875,2023-10-08 14:48:20+02:00,2023-10-08 15:06:22+02:00,18.033333333333335,2023-10-08
219014435,SUPPLIER,Other,,2,0.56370884,0.56370884,3.1,3.4000000000000004,2023-10-08 19:15:59+02:00,2023-10-08 19:16:02+02:00,0.05,2023-10-08
257086660,FJORDSTRAUM,Tanker,9114763,1,0.56370884,0.56370884,3.8,3.8,2023-10-08 14:12:28+02:00,2023-10-08 14:12:28+02:00,0.0,2023-10-08
265797830,NORTHERN SKAGERRAK,Tanker,9817963,8,0.56370884,0.56370884,2.3,2.775,2023-10-08 17:33:27+02:00,2023-10-08 17:35:48+02:00,2.35,2023-10-08
219022783,ANNA-BJOERK,Sailing,,18,0.56044567,0.56044567,1.6,2.538888888888889,2023-10-08 09:19:56+02:00,2023-10-08 09:58:22+02:00,38.43333333333333,2023-10-08
265537510,ATLANTIS AF GOTEBORG,Sailing,,1,0.56044567,0.56044567,3.8,3.8,2023-10-08 13:41:47+02:00,2023-10-08 13:41:47+02:00,0.0,2023-10-08
211246620,GERSVIND,Sailing,,44,0.54790777,0.54790777,0.6,1.2386363636363635,2023-10-08 13:06:59+02:00,2023-10-08 13:58:32+02:00,51.55,2023-10-08
219020526,ANNIKA,Sailing,,3,0.5475153,0.5475153,3.1,3.1,2023-10-08 12:04:29+02:00,2023-10-08 12:05:00+02:00,0.5166666666666667,2023-10-08
265573380,ALLEGRIA II,Sailing,,7,0.5475153,0.5475153,2.6,3.442857142857143,2023-10-08 12:05:24+02:00,2023-10-08 12:32:54+02:00,27.5,2023-10-08
227293640,VOYAGEUR,Sailing,,1,0.5425194,0.5425194,2.7,2.7,2023-10-08 12:23:05+02:00,2023-10-08 12:23:05+02:00,0.0,2023-10-08
211264870,ALK,Sailing,,2,0.5406692,0.5406692,3.0,3.4,2023-10-08 11:52:18+02:00,2023-10-08 11:53:20+02:00,1.0333333333333334,2023-10-08
