MMSI,Name,ship_type,IMO,n_suspicious_points,avg_crit,max_crit,min_sog,avg_sog,first_seen,last_seen,duration_minutes,date_utc
219309000,GIJON KNUTSEN,Tanker,9313527,477,0.5003143,0.5003143,0.1,0.48532494758909855,2024-12-25 01:30:28+01:00,2024-12-25 10:44:49+01:00,554.35,2024-12-25
219332000,DAN CISNE,Undefined,9513440,1383,0.5003143,0.5003143,0.1,0.1576283441793203,2024-12-25 01:44:47+01:00,2024-12-26 00:59:46+01:00,1394.9833333333333,2024-12-25
249386000,LEONIDAS,Cargo,9696474,217,0.5003143,0.5003143,0.4,2.0691244239631335,2024-12-25 01:37:47+01:00,2024-12-25 02:05:11+01:00,27.4,2024-12-25
255807000,JSP MOEN,Cargo,9968176,666,0.5003143,0.5003143,0.1,0.23588588588588588,2024-12-25 01:04:19+01:00,2024-12-26 00:58:29+01:00,1434.1666666666667,2024-12-25
255915916,JANE,Tanker,9364588,178,0.5003143,0.5003143,0.1,2.066292134831461,2024-12-25 01:11:28+01:00,2024-12-25 01:42:41+01:00,31.216666666666665,2024-12-25
256571000,FLORENCIA,Cargo,9958377,28,0.5003143,0.5003143,3.0,3.4,2024-12-25 03:40:50+01:00,2024-12-25 03:43:19+01:00,2.4833333333333334,2024-12-25
257035870,FEED RANA,Cargo,9291705,169,0.5003143,0.5003143,0.1,0.10059171597633136,2024-12-25 05:43:22+01:00,2024-12-25 23:45:32+01:00,1082.1666666666667,2024-12-25
257113350,OSLO WAVE 3,Cargo,9208198,335,0.5003143,0.5003143,0.1,0.8504477611940298,2024-12-25 04:23:47+01:00,2024-12-25 17:47:47+01:00,804.0,2024-12-25
265581970,FRAM,Tanker,8412235,1294,0.5003143,0.5003143,0.1,0.2962132921174652,2024-12-25 08:56:26+01:00,2024-12-25 12:18:56+01:00,202.5,2024-12-25
636023947,ASPEN,Tanker,9818058,769,0.5003143,0.5003143,0.1,0.5157347204161249,2024-12-25 10:25:13+01:00,2024-12-26 00:50:14+01:00,865.0166666666667,2024-12-25
